Id,Title,Message,Time,Time_diff
221,Let clang driver to decide ASan linker flags.,"Let clang driver to decide ASan linker flags.

Pass -fsanitize=address instead of manually specifying asan libraries
and other linker flags. This requires ASan runtime library to be part
of prebuilt clag toolchain.

Change-Id: Ief55ab296e94974560eeb10507ec8d90f0025d5c
",2014/11/6 15:38,6
222,Fix MediaStubActivity Layout,"Fix MediaStubActivity Layout

Change the mediaplayer layout to evenly distribute the
three SurfaceViews so that all three are always visible
regardless of screen size. The videos do stretch a bit
weird, but the tests still work.

Remove the manual setting of width and height and the
deprecated push buffers setting in MediaStubActivity.

Change-Id: I40025b3a24dae7acdd9a3a3ed7d85484b09fe9e5
",2012/4/11 19:11,6
223,Backport of clang svn@r200510,"Backport of clang svn@r200510

Make x86 Android default target CPUs compatible with GCC (http://llvm-reviews.chandlerc.com/D2655)

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@200510 91177308-0d34-0410-b5e6-96231b3b80d8

Change-Id: Ic5466c2c2c2ff01caf1ae6b3786498b962ac7185
Signed-off-by: Alexey Volkov <alexey.v.volkov@intel.com>

Conflicts:
	test/Driver/clang-translation.c
",2014/2/5 9:23,6
224,Use default system header files.,"Use default system header files.

Do not specify bionic include directories.
When compiled with clang/llvm in C++11 mode, libcxx type_traits requires
standard definition of nullptr_t in cstddef. The bionic version of cstddef
does not have nullptr_t. This change will allow the compilation to
include correct cstddef from libcxx.

Change-Id: I12d8cdd608d8f2a4c215b5134c054a8a4001d038
",2014/12/2 19:35,5
225,Add permission checking for binder IPC.,"Add permission checking for binder IPC.

Do not apply permission checks to private files.

Fix security_binder_transfer_binder hook.

Drop the owning task argument to security_binder_transfer_binder
since ref->node->proc can be NULL (dead owner?).
Revise the SELinux checking to apply a single transfer check between
the source and destination tasks.  Owning task is no longer relevant.
Drop the receive permission definition as it is no longer used.

This makes the transfer permission similar to the call permission; it is only
useful if you want to allow a binder IPC between two tasks (call permission)
but deny passing of binder references between them (transfer permission).

Change-Id: I51e7a9a6662e826073b35e4f70a57f9ec73e472e
Signed-off-by: William Roberts <w.roberts@sta.samsung.com>",2013/4/30 1:56,5
226,Add support for socket security context specification.,"Add support for socket security context specification.

Add an optional argument to the socket option for specifying
a SELinux security context for the socket.  Normally the socket
security context is automatically computed from the service security
context or set using the seclabel option, but this facility allows
dealing with two scenarios that cannot be addressed using the existing
mechanisms:
1) Use of logwrapper to wrap a service.
In this case, init cannot determine the service security context
as it does not directly execute it and we do not want logwrapper
to run in the same domain as the service.

2) Situations where a service has multiple sockets and we want to
label them distinctly.

Change-Id: I7ae9088c326a2140e56a8044bfb21a91505aea11
Signed-off-by: Stephen Smalley <sds@tycho.nsa.gov>
",2013/5/13 16:40,5
227,Remove (near-)duplicate definitions of size_t and ssize_t.,"Remove (near-)duplicate definitions of size_t and ssize_t.

The near duplicates upset fussier compilers that insist that
typedefs be exactly the same, but the fix isn't to make all
copies identical...

Change-Id: Icfdace41726f36ec33c9ae919dbb5a54d3529cc9
",2012/11/30 1:29,5
228,Process files on the fly for FreeBSD compatibility,"Process files on the fly for FreeBSD compatibility

Added apply-freebsd-patches and apply-platform-patches() definition
in definitions.mk to process paths to interpretators at file headers
from /bin/bash to /usr/local/bin/bash. That allows keep source tree
unchanged and shared with main repositary.
",2009/9/4 21:08,5
229,system/core: Android atomic api update for x86_64.,"system/core: Android atomic api update for x86_64.

For 64bit system, we have two requirements for atomic operations:
    1. operator is 32bit
    2. operator is 64bit

We refine the atomic operations as:
    1. split the atomic operations to
            android_atomic_xxxx
       and
            android_atomic32_xxxx

    2. android_atomic_xxxx has 32bit operator for 32bit system
       and 64bit operator for 64bit system. This is to avoid
       #ifdef __LP64__ block for those operations which size
       are different for 32bit/64bit system (like long, uintptr_t).

Change-Id: Ia0f982dd89479838fe5642b524cfb94510f90ed5
Signed-off-by: Fengwei Yin <fengwei.yin@intel.com>
",2014/1/14 9:00,4
230,"okhttp should depend on only core.jar, not frameworks.jar","okhttp should depend on only core.jar, not frameworks.jar

Change-Id: I673a50ea5258bdc5c76d4fb8914d047ddc02684f
",2013/4/2 20:21,4
231,Support new mips64 multilib,"Support new mips64 multilib

The new mips64 multilib accepts the following:

1. -mips64r6 (implies -mabi=64), sysroot/usr/lib64 (default, mips64 ABI)
2. -mips64r2 (implies -mabi=64), sysroot/usr/lib64r2
3. -mabi=32 -mips32, sysroot/usr/lib (mips ABI)
4. -mabi=32 -mips32r2, sysroot/usr/lib
5. -mabi=32 -mips32r6, sysroot/usr/libr6

ToDo: default to -mabi=32 when one of -mips32, -mips32r2, -mips32r6 (or
equivalent -march=... is selected)

Change-Id: If6700e1546444e72796f1cacbec53d8699722f87
",2014/7/14 10:20,4
232,Fix for flakiness in URLConnectionTest.testServerShutdownOutput,"Fix for flakiness in URLConnectionTest.testServerShutdownOutput

Flakiness reported by Junjie.Hu <junjie.hu@mediatek.com>
This fix relies on changes to MockWebServer to provide
deterministic ordering of responses.

Change-Id: I4f296fa2f8d227876f52c69e22001f4e0d7b4ffd
",2014/5/28 16:33,4
233,Add the ability to set the number of worker threads,"Add the ability to set the number of worker threads

There is a long comment in MockWebServer detailing the reason.
This is to fix a flaky test that was issuing two requests in
quick succession and getting unexpected results.

Change-Id: I9af3f7f83fafc72002d874dd251fdf5a1df5d487
",2014/5/28 16:32,4
234,Ignore Clang warnings until upstream is fixed.,"Ignore Clang warnings until upstream is fixed.

Example error: promoted type 'int' of K&R function parameter is not compatible
with the parameter type 'u_int8_t' (aka 'unsigned char') declared in a
previous prototype [-Werror,-Wknr-promoted-parameter]

BUG: 18092219
Change-Id: Ibe618e1db531ed2409eb71d8c7f6b72d731d5158
",2014/10/22 22:14,3
235,Fix clang to compile and run host tests.,"Fix clang to compile and run host tests.

Don't use the computed goto interpreter with clang 3.4 as it causes compilation
to hang.
Avoid inclusion of LLVM_(HOST|DEVICE)_BUILD_MK except for with portable as it
sets clang incompatible cflags.
Most fixes are self-evident, for the quick dex file method inliner the enums
were being used with ostreams, so fix the enums and operator out python script
to allow this.
Note this change effects portable but this is untestable as portable was broken
by ELF file and mc linker changes.

Change-Id: Ia54348f6b1bd3f76d3b71c6e8c5f97626386b903
",2014/3/1 3:10,3
236,New lib64SDL.a and lib64SDLmain.a for 64-bit emulator,"New lib64SDL.a and lib64SDLmain.a for 64-bit emulator

This is built by following the instructions in file PREBUILT

Change-Id: I11cf36103009ef77e7b612ebc82657c012936bda
",2012/3/19 18:43,3
237,Cache invalidation for AARCH64. Disabled for Apple for now as requested by Tim Northover. Written by Matt Thomas.,"Cache invalidation for AARCH64. Disabled for Apple for now as requested
by Tim Northover. Written by Matt Thomas.

Differential Revision: http://llvm-reviews.chandlerc.com/D2631

git-svn-id: https://llvm.org/svn/llvm-project/compiler-rt/trunk@200317 91177308-0d34-0410-b5e6-96231b3b80d8

Conflicts:
	lib/clear_cache.c

Change-Id: I08417a541c413205382a1abea36d941bb30727b6
",2014/3/13 18:11,2
238,Fix a pointer cast for 64bit.,"Fix a pointer cast for 64bit.

Change-Id: I502f46e41a1089bd6f1cd84ddee8e92c35e6ef61
",2014/1/29 23:54,2
239,Fix build,"Fix build

Change-Id: Ie011cbf74a08f760ccd93ca37fa2b437b7063462
",2012/12/17 0:01,2
240,Remapping ELF section headers to match loaded code,"Remapping ELF section headers to match loaded code

Remap ELF headers when rsloaderCreateExec is called so the object can be registered with GDB.

Change-Id: I89de5caaee8caad5136d817698cf9fc8a5bd545b
",2012/3/1 4:19,2
241,Better way to package up the otatools-package.,"Better way to package up the otatools-package.

With this, you can easily add more executables, jars or shared libraries
to the package. Also now it automatically takes care of
32-bit-v.s.-64-bit library issue.

Change-Id: I5afe00fadc978d0da229b192eca1a4b1c149764e
",2015/4/8 19:35,2
242,Alternative fix to disable autoconf run in cloog build,"Alternative fix to disable autoconf run in cloog build

Another fix is here: https://android-review.googlesource.com/#/c/49393/

Change-Id: I7c041f5ee3c44282cfe7e3982eb65a2b7527b8a1
Signed-off-by: Pavel Chupin <pavel.v.chupin@intel.com>",2013/1/11 7:21,2
243,Stop rmt_storage service from starting.,"Stop rmt_storage service from starting.

Flo devices don't have a radio and therefore
the rmt_storage service doesn't need to run.
Under some conditions having the rmt_storage
run can cause SELinux denials, but really
running this service just serves to waste
cycles.

Change-Id: I7b2bb9611232c31ae10bf9eaef507c0ae9cd631a
Signed-off-by: rpcraig <rpcraig@tycho.ncsc.mil>
",2014/1/29 14:42,2
244,Update x86 toolchain i686-linux-android-4.6 (darwin-x86),"Update x86 toolchain i686-linux-android-4.6 (darwin-x86)

See previous commit for build instruction

Change-Id: I61df39bd887f33a8113571b2682a3971c33038be
",2012/8/29 7:16,2
245,NullPointerException invoking Field.getModifiers,"NullPointerException invoking Field.getModifiers

Change-Id: I56c5908d16458d36098ffa7e2dc8c3518280f2e3
",2012/7/28 4:24,2
246,Fix broken build,"Fix broken build

Change-Id: I988a1fa78dac9903fe6e5bfbdfc83076a2101911
",2014/10/1 18:10,1
247,Do not handle intents containing javascript scheme,"Do not handle intents containing javascript scheme

Bug: 19296779

Tighten browser security by not allowing intents that include
javascript scheme.

Change-Id: I7774dcf73673268f63929443faec88660c19f956
",2015/3/28 1:44,1
248,WIP: Working with Appu / Joe to resolve open files in wizards,"WIP: Working with Appu / Joe to resolve open files in wizards

Change-Id: Id2d16e9f010f01d8162441da82cce53ca3bcfc3c
",2015/3/24 17:15,1
249,Use NULL instead of 0 when invoking CallStaticVoidMethod,"Use NULL instead of 0 when invoking CallStaticVoidMethod

static void CallStaticVoidMethod is variable argument function.
if pass 0 to the function like: CallStaticVoidMethod(......, 0),
0 will be treated as INT data type.but in the CallStaticVoidMethod
implement 0 will be treated as pointer data type.Pointer in 64bit
system occupied 8 bytes, but in 64bit system int occupied 4 bytes.
if call function like: CallStaticVoidMethod(......, 0),
only low 4 bytes will be assigned 0.Turned out it actually call
function like this: CallStaticVoidMethod(......, 0xXXXXXXXX00000000).
intent to pass NULL to function but passed non-NULL parameter to
the function.this will cause GCDaemon crash.

Change-Id: I9d700d3790a80dbee6826f64baf9ef5d81ca390f
Reviewed-by: Liao, Bruce <bruce.liao@intel.com>
Signed-off-by: Yong Yao <yong.yao@intel.com>
",2015/1/6 7:31,1
250,package-release.sh: script breaks if commit msg contains single quote('),"package-release.sh: script breaks if commit msg contains single quote(')

tr doesn't handle single quote properly.
use sed to escape single quote in commit msg

Change-Id: I7bc7a7a8faea0c1de0f677703c640430ec7116f3
Signed-off-by: Jason Hu <jia-cheng.hu@intel.com>",2014/5/21 12:39,1
251,Fix voice mail number to modify when insert H3G Denmark sim card.,"Fix voice mail number to modify when insert H3G Denmark sim card.

1.H3G Denmark SIM Card is set to ""not available"" in UST(Usim service Table) to
  EF_MBDN file of SIM CARD.
  so do not edit voicemail number.

2.HammerHead default voicemail number is empty.
  so if inserted H3G Denmark SIM card,
  User cann't edit voicemail number and do not use voicemail service.

Change-Id: I2469ef8e8bda376adcdc9549bf4227bc4c0ddb2e
Sign-off-by: Giseok Seo <giseok.seo@lge.com>",2014/5/7 3:52,1
252,CatService: OPEN_CHANNEL p-cmd to send event confirmation and not T.R,"CatService: OPEN_CHANNEL p-cmd to send event confirmation and not T.R

Upon handling OPEN_CHANNEL command, send User confirmation instead of
terminal response as lower layers expect confirmation information.
CRs-Fixed: 390425

Change-Id: Ie9e162d87bae18c011edede238ded7eee65f8766
",2012/12/14 18:33,1
253,Don't pass in empty arg to dex2oat.,"Don't pass in empty arg to dex2oat.

We would occassionally pass in an empty arg """" instead of a NULL.
This caused problems since dex2oat isn't made to handle empty args.

Change-Id: Ibb1aed64a4aa17459b2a75a5a2abcf13c7fa8ac7
",2014/3/6 0:59,1
254,Make libEGL build cleanly under 64-bit,"Make libEGL build cleanly under 64-bit

Change-Id: I255dfb70b166b7469d59352b1acfc7aececa07de
",2014/1/28 2:16,1
255,Fixed an end-of-program  memory leak and added const as qualifiers for various parameters.,"Fixed an end-of-program  memory leak and added const as qualifiers
for various parameters.

The memory leak involves the pass array holder that would not be freed.
The solution now uses a template getter that holds the unique instance.

Change-Id: Ie8f5b0e5f4249f92851e8ba14e4238952edffee6
",2014/1/16 16:57,1
256,New prebuilts and moved some other.,"New prebuilts and moved some other.

Some artifacts should have been in internal vs repository so
they got moved.

New prebuilts for the Gradle 1.10 API.

Change-Id: I6217c553013115ed120d71a62b3275c87caa8e90
",2013/12/20 23:08,1
257,Ensure that local.properties contains a Gradle-path,"Ensure that local.properties contains a Gradle-path

Change-Id: I21838334224f457fa016562b65812a10be12b203
",2013/11/14 21:56,1
258,Pass the correct pointer to munmap on failure.,"Pass the correct pointer to munmap on failure.

This won't ever happen, and you're probably screwed anyway if it
does, but that's no excuse...

Change-Id: I2c56f607e351e84308a72b41b834d13aaa98fc62
",2012/12/17 17:32,1
259,Use a typed comparison of floating point field values rather than just a string comparison. This addresses toolchain issues; see http://code.google.com/p/android/issues/detail?id=994,"Use a typed comparison of floating point field values rather than just a string comparison.
This addresses toolchain issues; see http://code.google.com/p/android/issues/detail?id=994
",2008/10/23 3:27,1
260,Update emulator binaries for mips64 on linux-x86_64,"Update emulator binaries for mips64 on linux-x86_64

Following CLs in external/qemu-android are added into this prebult:
103b999f4d42be1bc93576d80e8a36062e408c3a hw/mips/mips_ranchu.c: Add firmware node to DT
1253cd80c0bfdc3de946671b72c0d32416c804d6 target-mips: FRE support, MSA & R6 fixes
1386b9d7e6b0302eeb86731865947566cf414ff9 hw/mips/mips_ranchu.c: Trigger goldfish_fb rotation on command

Change-Id: Iadfa885b0df65c3652f3d7a3c0a8fc1c8c8da3c9
",2015/3/31 1:23,1
261,"Don't use C++11's std::trunc and std::round, use the traditional C functions.","Don't use C++11's std::trunc and std::round, use the traditional C functions.

R=bmeurer@chromium.org

Review URL: https://codereview.chromium.org/703893002

Cr-Commit-Position: refs/heads/master@{#25140}
git-svn-id: https://v8.googlecode.com/svn/branches/bleeding_edge@25140 ce2b1a6d-e550-0410-aec6-3dcde31c8c00
",2015/3/12 15:14,1
262,Update submodules to latest versions.,"Update submodules to latest versions.

Update the submodule commits to the latest versions to stop git status
showing them as modified.

Change-Id: Ifcd22ea65a147b597e92e054b10c86045224aa6b
",2015/3/12 15:29,1
263,DO NOT MERGE: Scripts for x86_64 host mode build,"DO NOT MERGE: Scripts for x86_64 host mode build

Temporary enables compilation of all methods with any bytecode.
Only image is not compiled.

How to build 64-bit host mode and run art tests:
1) cd $ANDROID_BUILD_TOP
2) source build/envsetup.sh
3) lunch aosp_x86-eng
4) rm -rf out
5) rm build-host-art64.log
6) source art/host_mode/build.sh 64
7) cd art/test
8) ./run-all-tests --host

On AOSP 05/28 96 tests are passed
Tests 096 002 can hang
(with cherry-pick of https://android-review.googlesource.com/#/c/94927/)

succeeded tests: 96
failed tests: 19
failed: 003-omnibus-opcodes[pid=27323]
failed: 005-args[pid=27325]
failed: 014-math3[pid=27345]
failed: 015-switch[pid=27348]
failed: 027-arithmetic[pid=27395]
failed: 045-reflect-array[pid=27522]
failed: 051-thread[pid=27551]
failed: 052-verifier-fun[pid=27555]
failed: 054-uncaught[pid=27563]
failed: 064-field-access[pid=27600]
failed: 069-field-type[pid=27628]
failed: 074-gc-thrash[pid=27657]
failed: 083-compiler-regressions[pid=27725]
failed: 095-switch-MAX_INT[pid=27821]
failed: 100-reflect2[pid=27837]
failed: 106-exceptions2[pid=27865]
failed: 107-int-math2[pid=27868]
failed: 202-thread-oome[pid=27908]
failed: 302-float-conversion[pid=27932]

Change-Id: Ifbf945cf0806027b1b538d573496e9960574221b
Signed-off-by: Dmitry Petrochenko <dmitry.petrochenko@intel.com>
",2014/5/29 18:02,1
264,[WIP] AArch64: Add arm64 runtime support.,"[WIP] AArch64: Add arm64 runtime support.

Add some support for aarch64 in art. Primarily includes an implementation
of art_quick_invoke_stub, using an AAPCS64 like ABI.

Change-Id: I4a07c79d1e037b9f5746673480e32cf456867b82
Signed-off-by: Stuart Monteith <Stuart.Monteith@arm.com>
",2014/2/14 16:48,1
265,Fixed apparent copy/paste mistake Bug: 11634378,"Fixed apparent copy/paste mistake
Bug: 11634378

Change-Id: I44766217f414988bfd3be68043a4b80dd21554d8
",2014/2/5 3:16,1
266,Don't build GDB in canadian build->target,"Don't build GDB in canadian build->target

In canadian build->target is built first (eg. in order to build/run
executable on build system to generate table), then host->target.

Don't build GDB in build->target, because GDB doens't need it.  Besides,
--with-python= pointing to ""host"" header can fail ""build""'s gcc.

Change-Id: Ic1a8a9d6fe5974a6747ca4342a336beea9987f47
",2013/5/3 8:04,1
267,Change TOOLCHAIN_GIT_DATE to now,"Change TOOLCHAIN_GIT_DATE to now

Use 'now' instead of specific date until when we need to cut a
release.  This way, we don't need to commit dev-defaults.sh too
often just to update TOOLCHAIN_GIT_DATE and catch recent commits
in toolchain repo, development.git and ndk.git

Change-Id: I6150c374ca74c4ba42ed81ca7aeba8b2dd40fa0a
",2012/9/20 1:16,1
268,Update mips toolchain mipsel-linux-android-4.6,"Update mips toolchain mipsel-linux-android-4.6

Update mips toolchain to account for fix in
https://android-review.googlesource.com/#/c/37797/ and
other enhancements in toolchain.git

Build instructions:

Cherry-pick the following (not yet merged at the time of this CL):
  https://android-review.googlesource.com/#/c/37730
  https://android-review.googlesource.com/#/c/37843

export NDK=your-AOSP-path/ndk
cd $NDK ; ./build/tools/dev-cleanup.sh
./build/tools/download-toolchain-sources.sh /tmp/ndk-$USER/src
./build/tools/gen-platforms.sh --minimal --dst-dir=$NDK --ndk-dir=$NDK --arch=mips
./build/tools/build-gcc.sh /tmp/ndk-$USER/src $NDK --gdb-version=7.3.x mipsel-linux-android-4.6
rm -rf $NDK/toolchains/mipsel-linux-android-4.6/prebuilt/linux-x86/sysroot
cp -a $NDK/toolchains/mipsel-linux-android-4.6/prebuilt/linux-x86/* $NDK/../prebuilts/gcc/linux-x86/mips/mipsel-linux-android-4.6

Change-Id: I95f50f12700d4516371723e922dde32d7aecda9c
",2012/6/12 9:10,1
269,Bump generic_mips64 system partition size.,"Bump generic_mips64 system partition size.

Fix broken mips64 build via 20% increase.

Change-Id: Ie30418c6fc7cf8810139abe53537ef8259a49a2f
",2015/3/31 0:04,1
270,Fix arm64 build.,"Fix arm64 build.

Change-Id: Ib6babc1c6e8f2e78badc93cfcf89950e53f71bbb
",2015/3/4 10:28,1
271,Fix mips build fail of gdbserver,"Fix mips build fail of gdbserver

Introduced by 3955f0de839d4bc65b4ff0605d3033f6f0168ece

Change-Id: Ieebbee53a5c009afd3e7e44a67e9763dc6d7a718
Signed-off-by: Pavel Chupin <pavel.v.chupin@intel.com>
",2013/6/19 7:53,1
272,x86_64: Several fixes required for enabling promotion,"x86_64: Several fixes required for enabling promotion

This patch includes x86_64 fixes which solve the issues
reproducible with promotion optimization enabled.

Change-Id: I3a3b0d290380d639705cd58f38b8d62b1eb930d3
Signed-off-by: Serguei Katkov <serguei.i.katkov@intel.com>
Signed-off-by: Dmitry Petrochenko <dmitry.petrochenko@intel.com>
",2014/6/18 12:16,1
